Sl No.,Bank Name,Branch Name,Routing No.,Dist. Name
9063,SONALI BANK PLC,KHALILPUR BAZAR,200190602,COMILLA
9064,SONALI BANK PLC,KHALISHPUR,200471455,KHULNA
9065,SONALI BANK PLC,KHALISKHALI,200870672,SATKHIRA
9066,SONALI BANK PLC,KHAN BAHADUR BAZAR,200154219,CHITTAGONG
9067,SONALI BANK PLC,KHANPURA,200061157,BARISHAL
9068,SONALI BANK PLC,KHANSAMA,200281216,DINAJPUR
9069,SONALI BANK PLC,KHASHKAWLIA,200881153,SIRAJGANJ
9070,SONALI BANK PLC,KHATUNGANJ,200154277,CHITTAGONG
9071,SONALI BANK PLC,KHETLAL,200380496,JOYPURHAT
9072,SONALI BANK PLC,KHILA BAZAR,200131061,CHANDPUR
9073,SONALI BANK PLC,KHILGAON,200273679,DHAKA-SOUTH
9074,SONALI BANK PLC,KHOKSA,200500821,KUSHTIA
9075,SONALI BANK PLC,KHULNA CORPORATE,200471600,KHULNA
9076,SONALI BANK PLC,KHULNA SHIPYARD,200471668,KHULNA
9077,SONALI BANK PLC,KISHOREGANJ,200480675,KISHOREGANJ
9078,SONALI BANK PLC,KISHOREGANJ,200730583,NILPHAMARI
9079,SONALI BANK PLC,KOLA BAZAR,200440978,JHENAIDAH
9080,SONALI BANK PLC,KORBANIGANJ,200154398,CHITTAGONG
9081,SONALI BANK PLC,KORTIMARI BAZAR,200490052,KURIGRAM
9082,SONALI BANK PLC,KOTBARI,200192655,COMILLA
9083,SONALI BANK PLC,KOTCHANDPUR,200441001,JHENAIDAH
9084,SONALI BANK PLC,KOYRA,200471789,KHULNA
9085,SONALI BANK PLC,KRISHI BAZAR MOHAMMADPUR,200262622,DHAKA-NORTH
9086,SONALI BANK PLC,KRISHI BHABAN,200273761,DHAKA-SOUTH
9087,SONALI BANK PLC,KULAURA,200580946,MOULVI BAZAR
9088,SONALI BANK PLC,KULIA BAZAR,200870764,SATKHIRA
9089,SONALI BANK PLC,KULIAR CHAR,200480738,KISHOREGANJ
9090,SONALI BANK PLC,KULPADDI,200540344,MADARIPUR
9091,SONALI BANK PLC,KUMARKHALI,200500889,KUSHTIA
9092,SONALI BANK PLC,KUMARKHALI UPAZILLA COMPLEX,200500913,KUSHTIA
9093,SONALI BANK PLC,KUMIRABAZAR,200870793,SATKHIRA
9094,SONALI BANK PLC,KURIGRAM,200490407,KURIGRAM
9095,SONALI BANK PLC,KURIPARA,200670856,NARAYANGANJ
9096,SONALI BANK PLC,KURMITOLA,200262651,DHAKA-NORTH
9097,SONALI BANK PLC,KUSHTIA,200500942,KUSHTIA
9098,SONALI BANK PLC,KUSHTIA SUGAR MILLS,200501004,KUSHTIA
9099,SONALI BANK PLC,KUTI BAZAR,200121097,BRAHMANBARIA
9100,SONALI BANK PLC,KUTUBDIA,200220677,COXS BAZAR
9101,SONALI BANK PLC,LAHI RIMOHONPUR,200881308,SIRAJGANJ
9102,SONALI BANK PLC,LAKHAI,200360858,HABIGANJ
9103,SONALI BANK PLC,LAKSHMI PASHA,200650434,NARAIL
9104,SONALI BANK PLC,LAKSHMIPUR,200510732,LAKSHMIPUR
9105,SONALI BANK PLC,LALBAGH ROAD,200273824,DHAKA-SOUTH
9106,SONALI BANK PLC,LALDIGHI CORPORATE,200153702,CHITTAGONG
9107,SONALI BANK PLC,LALDIGHIHAT,200850913,RANGPUR
9108,SONALI BANK PLC,LALMAI UPAZILA,200190565,COMILLA
9109,SONALI BANK PLC,LALMATIA,200262835,DHAKA-NORTH
9110,SONALI BANK PLC,LALMOHAN,200090702,BHOLA
9111,SONALI BANK PLC,LALMONIRHAT,200520469,LALMONIRHAT
9112,SONALI BANK PLC,LALPUR,200690915,NATORE
9113,SONALI BANK PLC,LAMA,200030191,BANDARBAN
9114,SONALI BANK PLC,LANGADU,200840378,RANGAMATI
9115,SONALI BANK PLC,LASKARHAT,200300971,FENI
9116,SONALI BANK PLC,LAXMI BAZAR,200273853,DHAKA-SOUTH
9117,SONALI BANK PLC,LAXMICHARI,200460132,KHAGRACHARI
9118,SONALI BANK PLC,LEMUA BAZAR,200301004,FENI
9119,SONALI BANK PLC,LEPSIA,200720580,NETROKONA
9120,SONALI BANK PLC,LOCAL OFFICE,200273882,DHAKA-SOUTH
9121,SONALI BANK PLC,LOHA GARA,200154664,CHITTAGONG
9122,SONALI BANK PLC,LOHAGARA BAZAR,200650492,NARAIL
9123,SONALI BANK PLC,LOWHATI,200931458,TANGAIL
9124,SONALI BANK PLC,MACH PARA,200820464,RAJBARI
9125,SONALI BANK PLC,MADAN,200720614,NETROKONA
9126,SONALI BANK PLC,MADAN PUR,200720643,NETROKONA
9127,SONALI BANK PLC,MADANGANJ,200670948,NARAYANGANJ
9128,SONALI BANK PLC,MADARGANJ,200391151,JAMALPUR
9129,SONALI BANK PLC,MADARIPUR,200540407,MADARIPUR
9130,SONALI BANK PLC,MADHABDI,200680675,NARSHINGDI
9131,SONALI BANK PLC,MADHABPUR,200360887,HABIGANJ
9132,SONALI BANK PLC,MADHU KHALI UPA-ZILLA COMPLEX,200291064,FARIDPUR
9133,SONALI BANK PLC,MADHUKHALI,200291093,FARIDPUR
9134,SONALI BANK PLC,MADHUPUR,200931487,TANGAIL
9135,SONALI BANK PLC,MADHYA NAGAR,200900676,SUNAMGANJ
9136,SONALI BANK PLC,MADHYAPARA HARD ROCK PROJECT,200281337,DINAJPUR
9137,SONALI BANK PLC,MAGURA,200550550,MAGURA
9138,SONALI BANK PLC,MAGURA BAZAR,200870827,SATKHIRA
9139,SONALI BANK PLC,MAHALCHARI,200460161,KHAGRACHARI
9140,SONALI BANK PLC,MAHANGANJ,200720672,NETROKONA
9141,SONALI BANK PLC,MAHIGANJ,200850971,RANGPUR
9142,SONALI BANK PLC,MAIJDEE BAZAR,200751546,NOAKHALI
9143,SONALI BANK PLC,MAJIR GHAT,200154819,CHITTAGONG
9144,SONALI BANK PLC,MALIBAGH,200273945,DHAKA-SOUTH
9145,SONALI BANK PLC,MANDA,200641001,NAOGAON
9146,SONALI BANK PLC,MANIK MIAH AVENUE,200262893,DHAKA-NORTH
9147,SONALI BANK PLC,MANIKCHARI,200460190,KHAGRACHARI
9148,SONALI BANK PLC,MANIKGANJ,200560616,MANIKGANJ
9149,SONALI BANK PLC,MANIKGANJ UPAZILA COMPLEX,200560645,MANIKGANJ
9150,SONALI BANK PLC,MANPURA,200090823,BHOLA
9151,SONALI BANK PLC,MAOWA,200590910,MUNSHIGANJ
9152,SONALI BANK PLC,MARIAMNAGAR,200154848,CHITTAGONG
9153,SONALI BANK PLC,MARINE ACADEMY,200154877,CHITTAGONG
9154,SONALI BANK PLC,MATHBARIA,200790523,PIROJPUR
9155,SONALI BANK PLC,MATIAGODHA,200301033,FENI
9156,SONALI BANK PLC,MATIRANGA,200460224,KHAGRACHARI
9157,SONALI BANK PLC,MATLABGANJ,200131245,CHANDPUR
9158,SONALI BANK PLC,MATSHA GABESHANA INSTITUTE,200611549,MYMENSINGH
9159,SONALI BANK PLC,MAWLANA BHASHANI SCIENCE & TECHNOLOGY UNIVERSITY,200931490,TANGAIL
9160,SONALI BANK PLC,MEDDA THANA COMPLEX,200121242,BRAHMANBARIA
9161,SONALI BANK PLC,MEDHAKAL,200061302,BARISHAL
9162,SONALI BANK PLC,MEDICAL ROAD,200391243,JAMALPUR
9163,SONALI BANK PLC,MEGHNA,200192868,COMILLA
9164,SONALI BANK PLC,MEHENDIGANJ,200061360,BARISHAL
9165,SONALI BANK PLC,MEHERPUR,200570372,MEHERPUR
9166,SONALI BANK PLC,MEHERPUR COURT BUILDING,200570406,MEHERPUR
9167,SONALI BANK PLC,MELANDAH,200391272,JAMALPUR
9168,SONALI BANK PLC,MIA BAZAR,200190594,COMILLA
9169,SONALI BANK PLC,MILL GATE,200540528,MADARIPUR
9170,SONALI BANK PLC,MILL ROAD(SETABGANJ),200281458,DINAJPUR
9171,SONALI BANK PLC,MIRASHANI,200121271,BRAHMANBARIA
9172,SONALI BANK PLC,MIRBAGH,200851062,RANGPUR
9173,SONALI BANK PLC,MIRGANJ,200730646,NILPHAMARI
9174,SONALI BANK PLC,MIRPUR,200501062,KUSHTIA
9175,SONALI BANK PLC,MIRPUR CANTONMENT,200263018,DHAKA-NORTH
9176,SONALI BANK PLC,MIRPUR I/A,200263047,DHAKA-NORTH
9177,SONALI BANK PLC,MIRPUR SECTION-1,200263100,DHAKA-NORTH
9178,SONALI BANK PLC,MIRPUR SECTION-12,200263168,DHAKA-NORTH
9179,SONALI BANK PLC,MIRSARAI,200155050,CHITTAGONG
9180,SONALI BANK PLC,MIRZAPUR,200931511,TANGAIL
9181,SONALI BANK PLC,MITAGOLI,200155113,CHITTAGONG
9182,SONALI BANK PLC,MITAMAIN,200480941,KISHOREGANJ
9183,SONALI BANK PLC,MITFORD ROAD,200274128,DHAKA-SOUTH
9184,SONALI BANK PLC,MITHAPUKUR,200851091,RANGPUR
9185,SONALI BANK PLC,MOBARAKGANJ SUGAR MILLS,200441030,JHENAIDAH
9186,SONALI BANK PLC,MODHUPUR,200441069,JHENAIDAH
9187,SONALI BANK PLC,MODHUPUR BAZAR,200501091,KUSHTIA
9188,SONALI BANK PLC,MOGHBAZAR,200274186,DHAKA-SOUTH
9189,SONALI BANK PLC,MOGRAPARA,200671068,NARAYANGANJ
9190,SONALI BANK PLC,MOHADEBPUR,200641098,NAOGAON
9191,SONALI BANK PLC,MOHAJAN BAZAR,200650555,NARAIL
9192,SONALI BANK PLC,MOHAJAN PATTY,200912714,SYLHET
9193,SONALI BANK PLC,MOHAJAN PATTY,200090881,BHOLA
9194,SONALI BANK PLC,MOHAKHALI,200263197,DHAKA-NORTH
9195,SONALI BANK PLC,MOHAMMADPUR,200550613,MAGURA
9196,SONALI BANK PLC,MOHAMMADPUR BAZAR,200263313,DHAKA-NORTH
9197,SONALI BANK PLC,MOHAMMED TAKIR HAT,200155205,CHITTAGONG
9198,SONALI BANK PLC,MOHANPUR,200811394,RAJSHAHI
9199,SONALI BANK PLC,MOHANPUR,200931603,TANGAIL
9200,SONALI BANK PLC,MOHESHKHALI,200220769,COXS BAZAR
9201,SONALI BANK PLC,MOHESHPUR,200441098,JHENAIDAH
9202,SONALI BANK PLC,MOHIMAGANJ,200320977,GAIBANDHA
9203,SONALI BANK PLC,MOHIPAL,200301062,FENI
9204,SONALI BANK PLC,MOHIPUR,200780854,PATUAKHALI
9205,SONALI BANK PLC,MOHISBATAN,200641122,NAOGAON
9206,SONALI BANK PLC,MOHISHKHOCHA,200520522,LALMONIRHAT
9207,SONALI BANK PLC,MOKAMTALA,200101938,BOGRA
9208,SONALI BANK PLC,MOKIM KATRA,200274210,DHAKA-SOUTH
9209,SONALI BANK PLC,MOLLAHAT,200010911,BAGERHAT
9210,SONALI BANK PLC,MOLLARHAT,200420406,JHALOKATHI
9211,SONALI BANK PLC,MONGALBARIHAT,200641151,NAOGAON
9212,SONALI BANK PLC,MONGLA,200010940,BAGERHAT
9213,SONALI BANK PLC,MONGLA PORT,200010979,BAGERHAT
9214,SONALI BANK PLC,MONIGRAM,200811486,RAJSHAHI
9215,SONALI BANK PLC,MONIRAMPUR,200411510,JESSORE
9216,SONALI BANK PLC,MONOHARDI,200680738,NARSHINGDI
9217,SONALI BANK PLC,MONOHARGONJ,200193041,COMILLA
9218,SONALI BANK PLC,MORELGANJ,200011031,BAGERHAT
9219,SONALI BANK PLC,MOTIHAR,200811510,RAJSHAHI
9220,SONALI BANK PLC,MOUGACHI BAZAR,200811549,RAJSHAHI
9221,SONALI BANK PLC,MOULAVI BAZAR,200581187,MOULVI BAZAR
9222,SONALI BANK PLC,MOULVI BAZAR,200155292,CHITTAGONG
9223,SONALI BANK PLC,MOWKARAN BAZAR,200780883,PATUAKHALI
9224,SONALI BANK PLC,MOYENDIA BAZAR,200291156,FARIDPUR
9225,SONALI BANK PLC,MUDHAMALAHAT,200811578,RAJSHAHI
9226,SONALI BANK PLC,MUJIB NAGAR UPAZILLA,200570493,MEHERPUR
9227,SONALI BANK PLC,MUKSUDPUR,200350734,GOPALGANJ
9228,SONALI BANK PLC,MUKTAGACHA,200611699,MYMENSINGH
9229,SONALI BANK PLC,MULADI,200061452,BARISHAL
9230,SONALI BANK PLC,MUNSHI BAZAR,200581240,MOULVI BAZAR
9231,SONALI BANK PLC,MUNSHIGANJ,200591030,MUNSHIGANJ
9232,SONALI BANK PLC,MUNSHIGANJ,200180762,CHUADANGA
9233,SONALI BANK PLC,MUNSHIRHAT,200301154,FENI
9234,SONALI BANK PLC,MURAD NAGAR,200193162,COMILLA
9235,SONALI BANK PLC,MYMENSINGH,200611752,MYMENSINGH
9236,SONALI BANK PLC,MYMENSINGH BUSINESS CENTER,200611781,MYMENSINGH
9237,SONALI BANK PLC,MYMENSINGH ROAD,200931429,TANGAIL
9238,SONALI BANK PLC,N.A. CHOWDHURY ROAD,200155384,CHITTAGONG
9239,SONALI BANK PLC,N.C.T.B.,200274544,DHAKA-SOUTH
9240,SONALI BANK PLC,N.S. ROAD,200501183,KUSHTIA
9241,SONALI BANK PLC,NABIGANJ,200671150,NARAYANGANJ
9242,SONALI BANK PLC,NABIGANJ,200361099,HABIGANJ
9243,SONALI BANK PLC,NABINAGAR,200121363,BRAHMANBARIA
9244,SONALI BANK PLC,NABIPUR,200131366,CHANDPUR
9245,SONALI BANK PLC,NACHAN MAHAL HAT,200420464,JHALOKATHI
9246,SONALI BANK PLC,NACHOLE,200700739,NAWABGANJ
9247,SONALI BANK PLC,NAGAR BHABAN,200274573,DHAKA-SOUTH
9248,SONALI BANK PLC,NAGARKANDA,200291185,FARIDPUR
9249,SONALI BANK PLC,NAGARPUR,200931690,TANGAIL
9250,SONALI BANK PLC,NAGESWARI,200490465,KURIGRAM
9251,SONALI BANK PLC,NAIKHANGCHARI,200030225,BANDARBAN
9252,SONALI BANK PLC,NAKLA,200890315,SHERPUR
9253,SONALI BANK PLC,NALCHIRA,200061481,BARISHAL
9254,SONALI BANK PLC,NALCHITY,200420493,JHALOKATHI
9255,SONALI BANK PLC,NALDANGA HAT,200690094,NATORE
9256,SONALI BANK PLC,NALIN BAZAR,200931111,TANGAIL
9257,SONALI BANK PLC,NALITABARI,200890344,SHERPUR
9258,SONALI BANK PLC,NAMUJAHAT,200101996,BOGRA
9259,SONALI BANK PLC,NANDAIL,200611907,MYMENSINGH
9260,SONALI BANK PLC,NANDALALPUR,200501217,KUSHTIA
9261,SONALI BANK PLC,NANDIGRAM,200102029,BOGRA
9262,SONALI BANK PLC,NANDINA,200391306,JAMALPUR
9263,SONALI BANK PLC,NANGALKOT,200193254,COMILLA
9264,SONALI BANK PLC,NANIAR CHAR,200840402,RANGAMATI
9265,SONALI BANK PLC,NANNI BAZAR,200890436,SHERPUR
9266,SONALI BANK PLC,NAOGAON,200641180,NAOGAON
9267,SONALI BANK PLC,NAOGAON BAZAR,200881395,SIRAJGANJ
9268,SONALI BANK PLC,NAORA,200131429,CHANDPUR
9269,SONALI BANK PLC,NARAIL,200650647,NARAIL
9270,SONALI BANK PLC,NARAYANGANJ CORPORATE,200671213,NARAYANGANJ
9271,SONALI BANK PLC,NARAYANGANJ DOCKYARD,200671242,NARAYANGANJ
9272,SONALI BANK PLC,NARAYANPUR BAZAR,200680820,NARSHINGDI
9273,SONALI BANK PLC,NARIA,200860587,SHARIATPUR
9274,SONALI BANK PLC,NARIKEL BARIA,200411578,JESSORE
9275,SONALI BANK PLC,NARSHINGDI,200680859,NARSHINGDI
9276,SONALI BANK PLC,NASHRATPUR,200102087,BOGRA
9277,SONALI BANK PLC,NASIR NAGAR,200121392,BRAHMANBARIA
9278,SONALI BANK PLC,NATORE,200691093,NATORE
9279,SONALI BANK PLC,NATUARPARA,200881429,SIRAJGANJ
9280,SONALI BANK PLC,NATUN BAZAR,200550705,MAGURA
9281,SONALI BANK PLC,NAVAL H/Q,200263434,DHAKA-NORTH
9282,SONALI BANK PLC,NAWABGANJ,200274694,DHAKA-SOUTH
9283,SONALI BANK PLC,NAWABGANJ,200281632,DINAJPUR
9284,SONALI BANK PLC,NAWABPUR ROAD,200274757,DHAKA-SOUTH
9285,SONALI BANK PLC,NAYA BAZAR,200274810,DHAKA-SOUTH
9286,SONALI BANK PLC,NAYARHAT,200263463,DHAKA-NORTH
9287,SONALI BANK PLC,NAZIMUDDIN ROAD,200274931,DHAKA-SOUTH
9288,SONALI BANK PLC,NAZIR HAT,200152682,CHITTAGONG
9289,SONALI BANK PLC,NAZIRA BAZAR,200274960,DHAKA-SOUTH
9290,SONALI BANK PLC,NAZIRPUR,200790707,PIROJPUR
9291,SONALI BANK PLC,NEAMATI BANDAR,200061515,BARISHAL
9292,SONALI BANK PLC,NEAMATPUR,200480970,KISHOREGANJ
9293,SONALI BANK PLC,NEAMATPUR,200641272,NAOGAON
9294,SONALI BANK PLC,NEKMORAD,200940731,THAKURGAON
9295,SONALI BANK PLC,NETAIGANJ,200671271,NARAYANGANJ
9296,SONALI BANK PLC,NETROKONA,200720735,NETROKONA
9297,SONALI BANK PLC,NEW COURT BUILDING,200840431,RANGAMATI
9298,SONALI BANK PLC,NEW MARKET,200155650,CHITTAGONG
9299,SONALI BANK PLC,NEW MARKET,200121426,BRAHMANBARIA
9300,SONALI BANK PLC,NEW MARKET,200263526,DHAKA-NORTH
9301,SONALI BANK PLC,NEWMARKET,200700584,NAWABGANJ
9302,SONALI BANK PLC,NEWTOWN,200780975,PATUAKHALI
9303,SONALI BANK PLC,NIKLI,200481003,KISHOREGANJ
9304,SONALI BANK PLC,NIKRAIL,200931816,TANGAIL
9305,SONALI BANK PLC,NILPHAMARI,200730738,NILPHAMARI
9306,SONALI BANK PLC,NILPHAMARI BAZAR,200730138,NILPHAMARI
9307,SONALI BANK PLC,NIZAMPUR,200155689,CHITTAGONG
9308,SONALI BANK PLC,NOA BAZAR,200193375,COMILLA
9309,SONALI BANK PLC,NOAKHALI,200751575,NOAKHALI
9310,SONALI BANK PLC,NOAPARA,200411631,JESSORE
9311,SONALI BANK PLC,NORTH DIGHALDI,200090944,BHOLA
9312,SONALI BANK PLC,NORTH SOUTH ROAD,200275114,DHAKA-SOUTH
9313,SONALI BANK PLC,NUTUN BAZAR,200131090,CHANDPUR
9314,SONALI BANK PLC,OSMANI BIMAN BANDAR,200910408,SYLHET
9315,SONALI BANK PLC,OSMANPUR,200281724,DINAJPUR
9316,SONALI BANK PLC,PABA,200811699,RAJSHAHI
9317,SONALI BANK PLC,PABNA,200761781,PABNA
9318,SONALI BANK PLC,PABNA BANIJJO KENDRA,200761394,PABNA
9319,SONALI BANK PLC,PAHARTALI MAIN ROAD,200155984,CHITTAGONG
9320,SONALI BANK PLC,PAIKGACHA,200472083,KHULNA
9321,SONALI BANK PLC,PAISHARHAT,200061607,BARISHAL
9322,SONALI BANK PLC,PAKERHAT,200281753,DINAJPUR
9323,SONALI BANK PLC,PAKULLA BAZAR,200931874,TANGAIL
9324,SONALI BANK PLC,PAKUNDIA,200481061,KISHOREGANJ
9325,SONALI BANK PLC,PAKUTIA,200931908,TANGAIL
9326,SONALI BANK PLC,PALAM GANJ,200275172,DHAKA-SOUTH
9327,SONALI BANK PLC,PALASH,200680912,NARSHINGDI
9328,SONALI BANK PLC,PALASHBARI,200321097,GAIBANDHA
9329,SONALI BANK PLC,PALLY UNNAYAN ACADEMY,200102179,BOGRA
9330,SONALI BANK PLC,PANCHADANA,200680970,NARSHINGDI
9331,SONALI BANK PLC,PANCHAGARH,200770556,PANCHAGARH
9332,SONALI BANK PLC,PANCHARI,200460282,KHAGRACHARI
9333,SONALI BANK PLC,PANCHBIBI,200380670,JOYPURHAT
9334,SONALI BANK PLC,PANCHGACHIA,200301246,FENI
9335,SONALI BANK PLC,PANCHLAISH,200156046,CHITTAGONG
9336,SONALI BANK PLC,PANCHRUKHI,200671392,NARAYANGANJ
9337,SONALI BANK PLC,PANCHURIA,200350792,GOPALGANJ
9338,SONALI BANK PLC,PANGAON INLAND CONTAINER TERMINAL,200270119,DHAKA-SOUTH
9339,SONALI BANK PLC,PANGSA UPAZILA COMPLEX,200820648,RAJBARI
9340,SONALI BANK PLC,PANGSHA,200820677,RAJBARI
9341,SONALI BANK PLC,PAR BAZAR,200411723,JESSORE
9342,SONALI BANK PLC,PARAMTALA,200193438,COMILLA
9343,SONALI BANK PLC,PARBATIPUR,200281816,DINAJPUR
9344,SONALI BANK PLC,PARERHAT,200790736,PIROJPUR
9345,SONALI BANK PLC,PARSHURAM,200301275,FENI
9346,SONALI BANK PLC,PARULIA,200871000,SATKHIRA
9347,SONALI BANK PLC,PASHCHIM ABDALPUR,200501309,KUSHTIA
9348,SONALI BANK PLC,PATGATI,200350826,GOPALGANJ
9349,SONALI BANK PLC,PATGRAM,200520580,LALMONIRHAT
9350,SONALI BANK PLC,PATHARGHATA,200040673,BARGUNA
9351,SONALI BANK PLC,PATIYA,200156167,CHITTAGONG
9352,SONALI BANK PLC,PATNITALA,200641456,NAOGAON
9353,SONALI BANK PLC,PATUAKHALI,200781095,PATUAKHALI
9354,SONALI BANK PLC,PAURASHAVA,200540373,MADARIPUR
9355,SONALI BANK PLC,PAYALGACHA,200193467,COMILLA
9356,SONALI BANK PLC,PAYRA BONDAR,200780117,PATUAKHALI
9357,SONALI BANK PLC,PERULI BAZAR,200650676,NARAIL
9358,SONALI BANK PLC,PHULBAGAN,200691301,NATORE
9359,SONALI BANK PLC,PHULBARI,200281874,DINAJPUR
9360,SONALI BANK PLC,PHULERTAL BAZAR,200581332,MOULVI BAZAR
9361,SONALI BANK PLC,PHULTALA,200472146,KHULNA
9362,SONALI BANK PLC,PIRER BAZAR,200912893,SYLHET
9363,SONALI BANK PLC,PIRGACHA,200851338,RANGPUR
9364,SONALI BANK PLC,PIRGANJ,200851367,RANGPUR
9365,SONALI BANK PLC,PIRGANJ,200940760,THAKURGAON
9366,SONALI BANK PLC,PIROJPUR,200790765,PIROJPUR
9367,SONALI BANK PLC,POLICE ACADAMY,200811781,RAJSHAHI
9368,SONALI BANK PLC,PORADAH,200501367,KUSHTIA
9369,SONALI BANK PLC,PORADIA BAZAR,200681003,NARSHINGDI
9370,SONALI BANK PLC,PORSHA,200641519,NAOGAON
9371,SONALI BANK PLC,PORT,200156220,CHITTAGONG
9372,SONALI BANK PLC,POSTAGOLA,200275327,DHAKA-SOUTH
9373,SONALI BANK PLC,POURA BIPONI BITAN,200751841,NOAKHALI
9374,SONALI BANK PLC,PRIME MINISTER'S OFFICE,200263739,DHAKA-NORTH
9375,SONALI BANK PLC,PUBAIL BAZAR,200331274,GAZIPUR
9376,SONALI BANK PLC,PUBLIC ADM. TRAINING CENTRE,200263768,DHAKA-NORTH
9377,SONALI BANK PLC,PULHAT,200281937,DINAJPUR
9378,SONALI BANK PLC,PUNATHAT,200380704,JOYPURHAT
9379,SONALI BANK PLC,PURAN BAZAR,200131661,CHANDPUR
9380,SONALI BANK PLC,PURAN BAZAR,200321189,GAIBANDHA
9381,SONALI BANK PLC,PURAPARA,200411815,JESSORE
9382,SONALI BANK PLC,PURATAN BAZAR,200550497,MAGURA
9383,SONALI BANK PLC,PURATAN BUS STAND,200940586,THAKURGAON
9384,SONALI BANK PLC,PURBADHALA,200720793,NETROKONA
9385,SONALI BANK PLC,PUTHIA,200811844,RAJSHAHI
9386,SONALI BANK PLC,PUTIA,200681032,NARSHINGDI
9387,SONALI BANK PLC,R.N. ROAD,200411844,JESSORE
9388,SONALI BANK PLC,RABINARIKAL BARIA,200441122,JHENAIDAH
9389,SONALI BANK PLC,RAGISTRATION COMPLEX,200263821,DHAKA-NORTH
9390,SONALI BANK PLC,RAHIMANAGAR,200131690,CHANDPUR
9391,SONALI BANK PLC,RAILGATE,200411907,JESSORE
9392,SONALI BANK PLC,RAILWAY BUILDING,200156370,CHITTAGONG
9393,SONALI BANK PLC,RAIPUR,200510974,LAKSHMIPUR
9394,SONALI BANK PLC,RAIPUR BAZAR,200193559,COMILLA
9395,SONALI BANK PLC,RAIPURA,200681090,NARSHINGDI
9396,SONALI BANK PLC,RAJAPUR,200420556,JHALOKATHI
9397,SONALI BANK PLC,RAJARHAT,200490586,KURIGRAM
9398,SONALI BANK PLC,RAJBARI,200820730,RAJBARI
9399,SONALI BANK PLC,RAJBARI UPAZILLA COMPLEX,200820769,RAJBARI
9400,SONALI BANK PLC,RAJENDRAPUR CANTONMENT,200331337,GAZIPUR
9401,SONALI BANK PLC,RAJGANJ,200411994,JESSORE
9402,SONALI BANK PLC,RAJIBPUR,200490610,KURIGRAM
9403,SONALI BANK PLC,RAJNAGAR,200581390,MOULVI BAZAR
9404,SONALI BANK PLC,RAJOIR,200540649,MADARIPUR
9405,SONALI BANK PLC,RAJOSTHALI,200840499,RANGAMATI
9406,SONALI BANK PLC,RAJSHAHI CADET COLLEGE,200811965,RAJSHAHI
9407,SONALI BANK PLC,RAJSHAHI CANTONMENT,200811994,RAJSHAHI
9408,SONALI BANK PLC,RAJSHAHI CORPORATE,200812027,RAJSHAHI
9409,SONALI BANK PLC,RAJSHAHI MEDICAL COLLEGE HOSPITAL,200812056,RAJSHAHI
9410,SONALI BANK PLC,RAJSHAHI RAILWAY COMPLEX,200812085,RAJSHAHI
9411,SONALI BANK PLC,RAJUK BHABAN,200275622,DHAKA-SOUTH
9412,SONALI BANK PLC,RAKHALIA BAZAR,200511007,LAKSHMIPUR
9413,SONALI BANK PLC,RAMGANJ,200511036,LAKSHMIPUR
9414,SONALI BANK PLC,RAMGARH,200460316,KHAGRACHARI
9415,SONALI BANK PLC,RAMMOHAN BAZAR,200193704,COMILLA
9416,SONALI BANK PLC,RAMNA CORPORATE,200275714,DHAKA-SOUTH
9417,SONALI BANK PLC,RAMPAL,200011215,BAGERHAT
9418,SONALI BANK PLC,RAMPUR BAZAR,200681124,NARSHINGDI
9419,SONALI BANK PLC,RAMPURA,200275743,DHAKA-SOUTH
9420,SONALI BANK PLC,RAMU,200220851,COXS BAZAR
9421,SONALI BANK PLC,RANBAGHA BAZAR,200102324,BOGRA
9422,SONALI BANK PLC,RANGAMATI,200840523,RANGAMATI
9423,SONALI BANK PLC,RANGPUR BAZAR,200850850,RANGPUR
9424,SONALI BANK PLC,RANGPUR CANTONMENT,200851488,RANGPUR
9425,SONALI BANK PLC,RANGPUR CORPORATE,200851541,RANGPUR
9426,SONALI BANK PLC,RANGUNIA,200156404,CHITTAGONG
9427,SONALI BANK PLC,RANIGANJ BAZAR,200282057,DINAJPUR
9428,SONALI BANK PLC,RANINAGAR,200641601,NAOGAON
9429,SONALI BANK PLC,RANINAGAR T.T.D.C.,200641630,NAOGAON
9430,SONALI BANK PLC,RANISANKAIL,200940823,THAKURGAON
9431,SONALI BANK PLC,RAOZAN,200156491,CHITTAGONG
9432,SONALI BANK PLC,RASULLABAD,200121518,BRAHMANBARIA
9433,SONALI BANK PLC,RASULPUR BAZAR,200275772,DHAKA-SOUTH
9434,SONALI BANK PLC,RAYENDA BAZAR,200011244,BAGERHAT
9435,SONALI BANK PLC,REAZUDDIN BAZAR,200156525,CHITTAGONG
9436,SONALI BANK PLC,REKABI BAZAR,200591214,MUNSHIGANJ
9437,SONALI BANK PLC,REMITTANCE,200270780,DHAKA-SOUTH
9438,SONALI BANK PLC,ROAZARHAT,200156554,CHITTAGONG
9439,SONALI BANK PLC,ROHANPUR,200700889,NAWABGANJ
9440,SONALI BANK PLC,ROWANGCHARI,200030254,BANDARBAN
9441,SONALI BANK PLC,ROWMARI,200490649,KURIGRAM
9442,SONALI BANK PLC,ROWSHAN HAT,200156583,CHITTAGONG
9443,SONALI BANK PLC,RTGS-BANKS MISCELLANEOUS PAYMENTS,200270393,DHAKA-SOUTH
